PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Enes Kanter,OKC,10/28/2016,OKC vs. PHX,W,12,4,-8
Marco Belinelli,CHA,10/28/2016,CHA @ MIA,W,28,12,6
Andre Drummond,DET,10/28/2016,DET vs. ORL,W,28,12,19
Justin Hamilton,BKN,10/28/2016,BKN vs. IND,W,28,8,14
Tyler Johnson,MIA,10/28/2016,MIA vs. CHA,L,29,12,-18
Tyson Chandler,PHX,10/28/2016,PHX @ OKC,L,38,5,18
Evan Fournier,ORL,10/28/2016,ORL @ DET,L,27,8,-10
Ian Clark,GSW,10/28/2016,GSW @ NOP,W,5,0,3
CJ Wilcox,ORL,10/28/2016,ORL @ DET,L,12,3,9
Trey Lyles,UTA,10/28/2016,UTA vs. LAL,W,18,6,-17
James Johnson,MIA,10/28/2016,MIA vs. CHA,L,23,0,-11
Roy Hibbert,CHA,10/28/2016,CHA @ MIA,W,4,0,-3
Kyle Singler,OKC,10/28/2016,OKC vs. PHX,W,33,4,21
Trevor Ariza,HOU,10/28/2016,HOU @ DAL,W,36,27,7
Brandon Ingram,LAL,10/28/2016,LAL @ UTA,L,4,2,3
David West,GSW,10/28/2016,GSW @ NOP,W,9,3,2
Dante Exum,UTA,10/28/2016,UTA vs. LAL,W,22,4,-3
Terrence Ross,TOR,10/28/2016,TOR vs. CLE,L,14,0,0
Marcus Morris,DET,10/28/2016,DET vs. ORL,W,29,17,13
Hassan Whiteside,MIA,10/28/2016,MIA vs. CHA,L,27,20,-1
Sean Kilpatrick,BKN,10/28/2016,BKN vs. IND,W,25,18,25
E'Twaun Moore,NOP,10/28/2016,NOP vs. GSW,L,26,4,1
Kyle Lowry,TOR,10/28/2016,TOR vs. CLE,L,39,17,-9
Boris Diaw,UTA,10/28/2016,UTA vs. LAL,W,18,0,8
Myles Turner,IND,10/28/2016,IND @ BKN,L,33,13,-4
C.J. Watson,ORL,10/28/2016,ORL @ DET,L,8,0,2
Bojan Bogdanovic,BKN,10/28/2016,BKN vs. IND,W,28,4,5
Luol Deng,LAL,10/28/2016,LAL @ UTA,L,34,12,-16
Nene,HOU,10/28/2016,HOU @ DAL,W,19,8,3
Ramon Sessions,CHA,10/28/2016,CHA @ MIA,W,17,3,9
Al Jefferson,IND,10/28/2016,IND @ BKN,L,12,2,-8
Mario Hezonja,ORL,10/28/2016,ORL @ DET,L,24,13,-11
Kyrie Irving,CLE,10/28/2016,CLE @ TOR,W,38,26,8
Tristan Thompson,CLE,10/28/2016,CLE @ TOR,W,36,11,4
Tarik Black,LAL,10/28/2016,LAL @ UTA,L,10,8,5
Jeff Teague,IND,10/28/2016,IND @ BKN,L,29,4,-3
JR Smith,CLE,10/28/2016,CLE @ TOR,W,34,8,9
Andre Iguodala,GSW,10/28/2016,GSW @ NOP,W,30,9,16
Lance Stephenson,NOP,10/28/2016,NOP vs. GSW,L,31,15,-8
Derrick Favors,UTA,10/28/2016,UTA vs. LAL,W,20,15,3
George Hill,UTA,10/28/2016,UTA vs. LAL,W,35,23,7
Clint Capela,HOU,10/28/2016,HOU @ DAL,W,25,4,15
Tyler Ennis,HOU,10/28/2016,HOU @ DAL,W,15,0,-5
Patrick Patterson,TOR,10/28/2016,TOR vs. CLE,L,34,5,2
Langston Galloway,NOP,10/28/2016,NOP vs. GSW,L,14,0,-9
Pascal Siakam,TOR,10/28/2016,TOR vs. CLE,L,15,4,-7
Nicolas Brussino,DAL,10/28/2016,DAL vs. HOU,L,1,2,6
Paul George,IND,10/28/2016,IND @ BKN,L,36,22,-4
Seth Curry,DAL,10/28/2016,DAL vs. HOU,L,20,8,-1
Brook Lopez,BKN,10/28/2016,BKN vs. IND,W,26,25,1
Anthony Davis,NOP,10/28/2016,NOP vs. GSW,L,40,45,-3
Larry Nance Jr.,LAL,10/28/2016,LAL @ UTA,L,16,5,7
Rodney McGruder,MIA,10/28/2016,MIA vs. CHA,L,20,9,-2
Nicolas Batum,CHA,10/28/2016,CHA @ MIA,W,31,12,-1
Shaun Livingston,GSW,10/28/2016,GSW @ NOP,W,15,4,-2
Kyle Wiltjer,HOU,10/28/2016,HOU @ DAL,W,1,0,-4
Wesley Matthews,DAL,10/28/2016,DAL vs. HOU,L,37,13,-6
Glenn Robinson III,IND,10/28/2016,IND @ BKN,L,13,2,-4
Russell Westbrook,OKC,10/28/2016,OKC vs. PHX,W,45,51,7
Greivis Vasquez,BKN,10/28/2016,BKN vs. IND,W,14,5,9
Deron Williams,DAL,10/28/2016,DAL vs. HOU,L,34,14,-9
Lavoy Allen,IND,10/28/2016,IND @ BKN,L,6,0,-6
Thaddeus Young,IND,10/28/2016,IND @ BKN,L,36,19,-7
TJ Warren,PHX,10/28/2016,PHX @ OKC,L,46,30,2
Bobby Brown,HOU,10/28/2016,HOU @ DAL,W,1,0,-4
Bismack Biyombo,ORL,10/28/2016,ORL @ DET,L,23,2,-23
Zaza Pachulia,GSW,10/28/2016,GSW @ NOP,W,17,10,-2
AJ Hammons,DAL,10/28/2016,DAL vs. HOU,L,1,0,6
Spencer Hawes,CHA,10/28/2016,CHA @ MIA,W,20,10,4
Tobias Harris,DET,10/28/2016,DET vs. ORL,W,27,18,22
Joe Young,IND,10/28/2016,IND @ BKN,L,13,6,-2
Joffrey Lauvergne,OKC,10/28/2016,OKC vs. PHX,W,6,0,5
D.J. Augustin,ORL,10/28/2016,ORL @ DET,L,16,3,-19
Kevin Durant,GSW,10/28/2016,GSW @ NOP,W,39,30,4
Nikola Vucevic,ORL,10/28/2016,ORL @ DET,L,26,7,-13
Marcelo Huertas,LAL,10/28/2016,LAL @ UTA,L,15,4,13
Tyler Ulis,PHX,10/28/2016,PHX @ OKC,L,2,2,-2
Joe Harris,BKN,10/28/2016,BKN vs. IND,W,18,6,-1
Boban Marjanovic,DET,10/28/2016,DET vs. ORL,W,2,2,-4
Monta Ellis,IND,10/28/2016,IND @ BKN,L,33,11,-5
Steven Adams,OKC,10/28/2016,OKC vs. PHX,W,40,9,-4
Quincy Acy,DAL,10/28/2016,DAL vs. HOU,L,8,3,-5
Harrison Barnes,DAL,10/28/2016,DAL vs. HOU,L,39,31,-9
Eric Gordon,HOU,10/28/2016,HOU @ DAL,W,33,18,18
Kevon Looney,GSW,10/28/2016,GSW @ NOP,W,7,4,13
Dorian Finney-Smith,DAL,10/28/2016,DAL vs. HOU,L,1,0,6
Jeff Green,ORL,10/28/2016,ORL @ DET,L,19,10,-16
Kevin Seraphin,IND,10/28/2016,IND @ BKN,L,3,0,3
Serge Ibaka,ORL,10/28/2016,ORL @ DET,L,19,4,-25
DeAndre Liggins,CLE,10/28/2016,CLE @ TOR,W,0,0,0
Dwight Powell,DAL,10/28/2016,DAL vs. HOU,L,20,2,-16
Georges Niang,IND,10/28/2016,IND @ BKN,L,2,0,3
Iman Shumpert,CLE,10/28/2016,CLE @ TOR,W,20,6,-6
Timofey Mozgov,LAL,10/28/2016,LAL @ UTA,L,23,8,-14
Ersan Ilyasova,OKC,10/28/2016,OKC vs. PHX,W,16,5,8
Tim Frazier,NOP,10/28/2016,NOP vs. GSW,L,34,21,1
Devin Booker,PHX,10/28/2016,PHX @ OKC,L,44,21,-1
Mike Dunleavy,CLE,10/28/2016,CLE @ TOR,W,16,2,-3
Terrence Jones,NOP,10/28/2016,NOP vs. GSW,L,13,7,-8
Rudy Gobert,UTA,10/28/2016,UTA vs. LAL,W,32,13,11
Rondae Hollis-Jefferson,BKN,10/28/2016,BKN vs. IND,W,25,2,-11
Beno Udrih,DET,10/28/2016,DET vs. ORL,W,20,13,9
Justise Winslow,MIA,10/28/2016,MIA vs. CHA,L,32,10,-3
Semaj Christon,OKC,10/28/2016,OKC vs. PHX,W,11,2,3
Joe Ingles,UTA,10/28/2016,UTA vs. LAL,W,8,0,1
Michael Gbinije,DET,10/28/2016,DET vs. ORL,W,5,0,-2
PJ Tucker,PHX,10/28/2016,PHX @ OKC,L,4,0,-3
Buddy Hield,NOP,10/28/2016,NOP vs. GSW,L,19,2,-12
Eric Bledsoe,PHX,10/28/2016,PHX @ OKC,L,38,17,7
D'Angelo Russell,LAL,10/28/2016,LAL @ UTA,L,32,9,-17
Cody Zeller,CHA,10/28/2016,CHA @ MIA,W,23,10,5
Jared Dudley,PHX,10/28/2016,PHX @ OKC,L,25,6,12
James Harden,HOU,10/28/2016,HOU @ DAL,W,36,26,7
Joe Johnson,UTA,10/28/2016,UTA vs. LAL,W,32,11,18
Kentavious Caldwell-Pope,DET,10/28/2016,DET vs. ORL,W,24,5,17
Ish Smith,DET,10/28/2016,DET vs. ORL,W,26,16,21
Marquese Chriss,PHX,10/28/2016,PHX @ OKC,L,11,7,-8
Montrezl Harrell,HOU,10/28/2016,HOU @ DAL,W,4,2,-10
Shelvin Mack,UTA,10/28/2016,UTA vs. LAL,W,23,9,4
Justin Anderson,DAL,10/28/2016,DAL vs. HOU,L,20,9,-12
Ryan Anderson,HOU,10/28/2016,HOU @ DAL,W,25,5,5
Darrun Hilliard,DET,10/28/2016,DET vs. ORL,W,2,0,-4
Dragan Bender,PHX,10/28/2016,PHX @ OKC,L,7,0,-3
Alex Len,PHX,10/28/2016,PHX @ OKC,L,14,3,-19
Richard Jefferson,CLE,10/28/2016,CLE @ TOR,W,20,2,-2
Jeremy Lamb,CHA,10/28/2016,CHA @ MIA,W,22,16,9
Jon Leuer,DET,10/28/2016,DET vs. ORL,W,28,7,18
Brandon Knight,PHX,10/28/2016,PHX @ OKC,L,35,19,-18
Corey Brewer,HOU,10/28/2016,HOU @ DAL,W,11,5,7
Patrick McCaw,GSW,10/28/2016,GSW @ NOP,W,10,3,-2
Stanley Johnson,DET,10/28/2016,DET vs. ORL,W,28,3,14
Jeremy Lin,BKN,10/28/2016,BKN vs. IND,W,34,21,0
Dante Cunningham,NOP,10/28/2016,NOP vs. GSW,L,32,15,9
Kemba Walker,CHA,10/28/2016,CHA @ MIA,W,31,24,-3
Dion Waiters,MIA,10/28/2016,MIA vs. CHA,L,34,13,-3
Nick Young,LAL,10/28/2016,LAL @ UTA,L,24,13,-12
Trevor Booker,BKN,10/28/2016,BKN vs. IND,W,27,10,-10
Stephen Curry,GSW,10/28/2016,GSW @ NOP,W,34,23,4
DeMarre Carroll,TOR,10/28/2016,TOR vs. CLE,L,36,8,-6
Cory Joseph,TOR,10/28/2016,TOR vs. CLE,L,21,8,7
Henry Ellenson,DET,10/28/2016,DET vs. ORL,W,2,2,-4
Kevin Love,CLE,10/28/2016,CLE @ TOR,W,36,18,5
Luke Babbitt,MIA,10/28/2016,MIA vs. CHA,L,20,6,7
Stephen Zimmerman,ORL,10/28/2016,ORL @ DET,L,8,0,2
Goran Dragic,MIA,10/28/2016,MIA vs. CHA,L,34,14,6
LeBron James,CLE,10/28/2016,CLE @ TOR,W,39,21,0
CJ Miles,IND,10/28/2016,IND @ BKN,L,21,15,-10
Andre Roberson,OKC,10/28/2016,OKC vs. PHX,W,40,9,1
Jakob Poeltl,TOR,10/28/2016,TOR vs. CLE,L,11,7,9
Klay Thompson,GSW,10/28/2016,GSW @ NOP,W,39,28,4
Elfrid Payton,ORL,10/28/2016,ORL @ DET,L,28,15,-16
Michael Kidd-Gilchrist,CHA,10/28/2016,CHA @ MIA,W,28,3,2
KJ McDaniels,HOU,10/28/2016,HOU @ DAL,W,22,9,2
Sam Dekker,HOU,10/28/2016,HOU @ DAL,W,13,2,-1
Thomas Robinson,LAL,10/28/2016,LAL @ UTA,L,2,0,-1
DeMar DeRozan,TOR,10/28/2016,TOR vs. CLE,L,38,32,0
Lou Williams,LAL,10/28/2016,LAL @ UTA,L,27,17,8
Rodney Stuckey,IND,10/28/2016,IND @ BKN,L,4,0,2
Jonas Valanciunas,TOR,10/28/2016,TOR vs. CLE,L,31,10,-11
Andrew Bogut,DAL,10/28/2016,DAL vs. HOU,L,27,4,2
Marvin Williams,CHA,10/28/2016,CHA @ MIA,W,34,7,2
Domantas Sabonis,OKC,10/28/2016,OKC vs. PHX,W,17,8,-6
Aron Baynes,DET,10/28/2016,DET vs. ORL,W,18,13,11
Julius Randle,LAL,10/28/2016,LAL @ UTA,L,27,7,-9
Luis Scola,BKN,10/28/2016,BKN vs. IND,W,15,4,13
Rodney Hood,UTA,10/28/2016,UTA vs. LAL,W,32,15,3
Aaron Gordon,ORL,10/28/2016,ORL @ DET,L,29,17,-10
Omer Asik,NOP,10/28/2016,NOP vs. GSW,L,8,2,-7
Solomon Hill,NOP,10/28/2016,NOP vs. GSW,L,24,3,-4
Victor Oladipo,OKC,10/28/2016,OKC vs. PHX,W,44,21,-12
Willie Reed,MIA,10/28/2016,MIA vs. CHA,L,21,7,-5
Mike Muscala,ATL,10/29/2016,ATL @ PHI,W,21,14,10
Kris Humphries,ATL,10/29/2016,ATL @ PHI,W,22,3,13
Willie Cauley-Stein,SAC,10/29/2016,SAC vs. MIN,W,8,4,-11
Justin Hamilton,BKN,10/29/2016,BKN @ MIL,L,30,6,-12
Anthony Tolliver,SAC,10/29/2016,SAC vs. MIN,W,13,0,-9
Jordan Mickey,BOS,10/29/2016,BOS @ CHA,W,8,3,-5
James Ennis III,MEM,10/29/2016,MEM @ NYK,L,27,16,8
Nikola Mirotic,CHI,10/29/2016,CHI vs. IND,W,26,8,18
Denzel Valentine,CHI,10/29/2016,CHI vs. IND,W,5,0,-4
Greivis Vasquez,BKN,10/29/2016,BKN @ MIL,L,7,2,-9
Joe Harris,BKN,10/29/2016,BKN @ MIL,L,18,5,-2
Jameer Nelson,DEN,10/29/2016,DEN vs. POR,L,15,6,-5
Mario Hezonja,ORL,10/29/2016,ORL @ CLE,L,10,3,-1
Brandon Jennings,NYK,10/29/2016,NYK vs. MEM,W,16,6,0
Nicolas Laprovittola,SAS,10/29/2016,SAS vs. NOP,W,22,7,7
Joakim Noah,NYK,10/29/2016,NYK vs. MEM,W,22,6,16
Gerald Henderson,PHI,10/29/2016,PHI vs. ATL,L,18,0,-2
Mirza Teletovic,MIL,10/29/2016,MIL vs. BKN,W,16,8,-12
Solomon Hill,NOP,10/29/2016,NOP @ SAS,L,27,5,-8
Hollis Thompson,PHI,10/29/2016,PHI vs. ATL,L,20,3,-14
Evan Fournier,ORL,10/29/2016,ORL @ CLE,L,38,22,-5
Doug McDermott,CHI,10/29/2016,CHI vs. IND,W,27,23,8
Iman Shumpert,CLE,10/29/2016,CLE vs. ORL,W,19,5,-3
Aaron Gordon,ORL,10/29/2016,ORL @ CLE,L,26,8,-21
Zach Randolph,MEM,10/29/2016,MEM @ NYK,L,21,13,8
Jerami Grant,PHI,10/29/2016,PHI vs. ATL,L,19,6,-15
CJ Wilcox,ORL,10/29/2016,ORL @ CLE,L,9,0,4
Maurice Harkless,POR,10/29/2016,POR @ DEN,W,32,7,7
Robert Covington,PHI,10/29/2016,PHI vs. ATL,L,23,0,-18
Kris Dunn,MIN,10/29/2016,MIN @ SAC,L,20,4,7
T.J. McConnell,PHI,10/29/2016,PHI vs. ATL,L,19,6,-18
Al Jefferson,IND,10/29/2016,IND @ CHI,L,15,6,-10
Lance Thomas,NYK,10/29/2016,NYK vs. MEM,W,19,6,-9
DeAndre' Bembry,ATL,10/29/2016,ATL @ PHI,W,6,2,8
Jeff Green,ORL,10/29/2016,ORL @ CLE,L,28,10,2
E'Twaun Moore,NOP,10/29/2016,NOP @ SAS,L,25,18,-14
Omer Asik,NOP,10/29/2016,NOP @ SAS,L,15,0,-10
Meyers Leonard,POR,10/29/2016,POR @ DEN,W,11,3,6
Richard Jefferson,CLE,10/29/2016,CLE vs. ORL,W,23,6,3
Kenneth Faried,DEN,10/29/2016,DEN vs. POR,L,30,7,-5
Cristiano Felicio,CHI,10/29/2016,CHI vs. IND,W,20,7,5
Taurean Prince,ATL,10/29/2016,ATL @ PHI,W,6,4,6
Karl-Anthony Towns,MIN,10/29/2016,MIN @ SAC,L,37,15,-7
Tristan Thompson,CLE,10/29/2016,CLE vs. ORL,W,27,2,11
Tim Frazier,NOP,10/29/2016,NOP @ SAS,L,25,5,-13
Damian Lillard,POR,10/29/2016,POR @ DEN,W,41,37,2
Monta Ellis,IND,10/29/2016,IND @ CHI,L,28,2,-15
Noah Vonleh,POR,10/29/2016,POR @ DEN,W,7,0,0
LeBron James,CLE,10/29/2016,CLE vs. ORL,W,39,23,1
Matt Barnes,SAC,10/29/2016,SAC vs. MIN,W,27,12,8
Shabazz Muhammad,MIN,10/29/2016,MIN @ SAC,L,11,9,4
Michael Carter-Williams,CHI,10/29/2016,CHI vs. IND,W,23,7,5
Jeff Teague,IND,10/29/2016,IND @ CHI,L,28,0,-12
Deyonta Davis,MEM,10/29/2016,MEM @ NYK,L,1,0,3
Giannis Antetokounmpo,MIL,10/29/2016,MIL vs. BKN,W,35,21,16
Nicolas Batum,CHA,10/29/2016,CHA vs. BOS,L,33,12,-7
Sergio Rodriguez,PHI,10/29/2016,PHI vs. ATL,L,29,14,-14
Michael Beasley,MIL,10/29/2016,MIL vs. BKN,W,9,4,-16
Omri Casspi,SAC,10/29/2016,SAC vs. MIN,W,10,0,1
Ed Davis,POR,10/29/2016,POR @ DEN,W,13,4,-3
Gorgui Dieng,MIN,10/29/2016,MIN @ SAC,L,35,14,15
Jamal Murray,DEN,10/29/2016,DEN vs. POR,L,12,0,-5
Derrick Rose,NYK,10/29/2016,NYK vs. MEM,W,32,13,7
Jarell Martin,MEM,10/29/2016,MEM @ NYK,L,13,13,0
Kyle Korver,ATL,10/29/2016,ATL @ PHI,W,24,15,13
Jae Crowder,BOS,10/29/2016,BOS @ CHA,W,34,9,17
Tony Snell,MIL,10/29/2016,MIL vs. BKN,W,21,6,-10
Allen Crabbe,POR,10/29/2016,POR @ DEN,W,29,12,18
Thabo Sefolosha,ATL,10/29/2016,ATL @ PHI,W,19,11,19
Al Horford,BOS,10/29/2016,BOS @ CHA,W,31,14,10
Jeremy Lin,BKN,10/29/2016,BKN @ MIL,L,33,12,12
Andrew Harrison,MEM,10/29/2016,MEM @ NYK,L,25,4,0
Emmanuel Mudiay,DEN,10/29/2016,DEN vs. POR,L,38,21,3
Buddy Hield,NOP,10/29/2016,NOP @ SAS,L,18,8,1
D.J. Augustin,ORL,10/29/2016,ORL @ CLE,L,21,13,11
Mason Plumlee,POR,10/29/2016,POR @ DEN,W,32,13,-6
Kyrie Irving,CLE,10/29/2016,CLE vs. ORL,W,37,20,7
Dwyane Wade,CHI,10/29/2016,CHI vs. IND,W,21,14,16
Myles Turner,IND,10/29/2016,IND @ CHI,L,22,20,-12
Dennis Schroder,ATL,10/29/2016,ATL @ PHI,W,28,11,12
Rajon Rondo,CHI,10/29/2016,CHI vs. IND,W,25,6,12
Avery Bradley,BOS,10/29/2016,BOS @ CHA,W,36,31,11
Danilo Gallinari,DEN,10/29/2016,DEN vs. POR,L,42,17,0
Kemba Walker,CHA,10/29/2016,CHA vs. BOS,L,36,29,-18
Jonathon Simmons,SAS,10/29/2016,SAS vs. NOP,W,26,11,8
Carmelo Anthony,NYK,10/29/2016,NYK vs. MEM,W,36,20,13
Michael Kidd-Gilchrist,CHA,10/29/2016,CHA vs. BOS,L,25,7,-11
Spencer Hawes,CHA,10/29/2016,CHA vs. BOS,L,20,6,5
Dario Saric,PHI,10/29/2016,PHI vs. ATL,L,26,5,-17
Mike Conley,MEM,10/29/2016,MEM @ NYK,L,24,11,-18
Wilson Chandler,DEN,10/29/2016,DEN vs. POR,L,30,11,-1
Serge Ibaka,ORL,10/29/2016,ORL @ CLE,L,31,19,-6
Edy Tavares,ATL,10/29/2016,ATL @ PHI,W,4,2,6
Garrett Temple,SAC,10/29/2016,SAC vs. MIN,W,14,3,7
JR Smith,CLE,10/29/2016,CLE vs. ORL,W,28,16,5
Rondae Hollis-Jefferson,BKN,10/29/2016,BKN @ MIL,L,23,2,-15
LaMarcus Aldridge,SAS,10/29/2016,SAS vs. NOP,W,25,12,13
Tyler Zeller,BOS,10/29/2016,BOS @ CHA,W,12,2,-3
Vince Carter,MEM,10/29/2016,MEM @ NYK,L,25,5,-10
Bismack Biyombo,ORL,10/29/2016,ORL @ CLE,L,19,3,5
Ramon Sessions,CHA,10/29/2016,CHA vs. BOS,L,18,7,3
Chris Andersen,CLE,10/29/2016,CLE vs. ORL,W,9,6,3
Kevin Love,CLE,10/29/2016,CLE vs. ORL,W,33,19,-4
Brandon Rush,MIN,10/29/2016,MIN @ SAC,L,12,5,0
Zach LaVine,MIN,10/29/2016,MIN @ SAC,L,37,21,-3
Jonas Jerebko,BOS,10/29/2016,BOS @ CHA,W,19,3,-5
Will Barton,DEN,10/29/2016,DEN vs. POR,L,41,16,1
Joel Embiid,PHI,10/29/2016,PHI vs. ATL,L,15,14,-3
Jimmy Butler,CHI,10/29/2016,CHI vs. IND,W,26,16,11
Pau Gasol,SAS,10/29/2016,SAS vs. NOP,W,22,9,15
Malcolm Brogdon,MIL,10/29/2016,MIL vs. BKN,W,13,2,-11
Sean Kilpatrick,BKN,10/29/2016,BKN @ MIL,L,24,15,4
Evan Turner,POR,10/29/2016,POR @ DEN,W,25,11,-10
Timothe Luwawu-Cabarrot,PHI,10/29/2016,PHI vs. ATL,L,6,0,-10
Rashad Vaughn,MIL,10/29/2016,MIL vs. BKN,W,27,22,15
DeMarcus Cousins,SAC,10/29/2016,SAC vs. MIN,W,33,29,14
John Henson,MIL,10/29/2016,MIL vs. BKN,W,21,7,1
Dejounte Murray,SAS,10/29/2016,SAS vs. NOP,W,9,0,-4
Al-Farouq Aminu,POR,10/29/2016,POR @ DEN,W,32,5,-3
Wade Baldwin IV,MEM,10/29/2016,MEM @ NYK,L,22,5,-10
Greg Monroe,MIL,10/29/2016,MIL vs. BKN,W,19,11,14
Robin Lopez,CHI,10/29/2016,CHI vs. IND,W,19,12,6
Nik Stauskas,PHI,10/29/2016,PHI vs. ATL,L,29,6,-20
Lavoy Allen,IND,10/29/2016,IND @ CHI,L,6,0,-15
Troy Williams,MEM,10/29/2016,MEM @ NYK,L,9,3,10
Bobby Portis,CHI,10/29/2016,CHI vs. IND,W,7,2,-7
Amir Johnson,BOS,10/29/2016,BOS @ CHA,W,21,2,15
Jusuf Nurkic,DEN,10/29/2016,DEN vs. POR,L,23,12,3
Kristaps Porzingis,NYK,10/29/2016,NYK vs. MEM,W,36,21,14
Kyle O'Quinn,NYK,10/29/2016,NYK vs. MEM,W,19,11,-1
Taj Gibson,CHI,10/29/2016,CHI vs. IND,W,25,12,12
David Lee,SAS,10/29/2016,SAS vs. NOP,W,15,6,5
Isaiah Thomas,BOS,10/29/2016,BOS @ CHA,W,35,24,14
Anthony Bennett,BKN,10/29/2016,BKN @ MIL,L,18,9,-17
Rakeem Christmas,IND,10/29/2016,IND @ CHI,L,7,0,7
Thaddeus Young,IND,10/29/2016,IND @ CHI,L,27,10,-10
Dante Cunningham,NOP,10/29/2016,NOP @ SAS,L,23,9,-4
Jabari Parker,MIL,10/29/2016,MIL vs. BKN,W,35,14,15
Nikola Jokic,DEN,10/29/2016,DEN vs. POR,L,34,23,-1
Kyle Anderson,SAS,10/29/2016,SAS vs. NOP,W,26,5,23
Troy Daniels,MEM,10/29/2016,MEM @ NYK,L,12,4,-1
Courtney Lee,NYK,10/29/2016,NYK vs. MEM,W,34,16,4
Cole Aldrich,MIN,10/29/2016,MIN @ SAC,L,12,0,-10
Isaiah Whitehead,BKN,10/29/2016,BKN @ MIL,L,8,3,-5
Willy Hernangomez,NYK,10/29/2016,NYK vs. MEM,W,8,4,-10
Andrew Wiggins,MIN,10/29/2016,MIN @ SAC,L,37,29,-7
Marvin Williams,CHA,10/29/2016,CHA vs. BOS,L,30,9,-11
Trevor Booker,BKN,10/29/2016,BKN @ MIL,L,31,14,15
Kawhi Leonard,SAS,10/29/2016,SAS vs. NOP,W,28,20,13
Ricky Rubio,MIN,10/29/2016,MIN @ SAC,L,28,5,-10
Jaylen Brown,BOS,10/29/2016,BOS @ CHA,W,13,7,-8
Luis Scola,BKN,10/29/2016,BKN @ MIL,L,18,14,10
Dewayne Dedmon,SAS,10/29/2016,SAS vs. NOP,W,16,5,11
Anthony Davis,NOP,10/29/2016,NOP @ SAS,L,32,18,-17
Gerald Green,BOS,10/29/2016,BOS @ CHA,W,11,4,-6
Alexis Ajinca,NOP,10/29/2016,NOP @ SAS,L,15,4,-9
CJ McCollum,POR,10/29/2016,POR @ DEN,W,41,23,-1
Dwight Howard,ATL,10/29/2016,ATL @ PHI,W,19,2,15
CJ Miles,IND,10/29/2016,IND @ CHI,L,20,9,-13
Bojan Bogdanovic,BKN,10/29/2016,BKN @ MIL,L,31,26,9
Paul Millsap,ATL,10/29/2016,ATL @ PHI,W,27,17,20
Miles Plumlee,MIL,10/29/2016,MIL vs. BKN,W,8,1,-13
Davis Bertans,SAS,10/29/2016,SAS vs. NOP,W,12,3,-2
Marco Belinelli,CHA,10/29/2016,CHA vs. BOS,L,23,5,5
JaMychal Green,MEM,10/29/2016,MEM @ NYK,L,30,10,-15
Terry Rozier,BOS,10/29/2016,BOS @ CHA,W,21,5,-10
Langston Galloway,NOP,10/29/2016,NOP @ SAS,L,23,6,-9
Isaiah Canaan,CHI,10/29/2016,CHI vs. IND,W,14,11,3
Arron Afflalo,SAC,10/29/2016,SAC vs. MIN,W,30,5,18
Shabazz Napier,POR,10/29/2016,POR @ DEN,W,0,0,0
Ty Lawson,SAC,10/29/2016,SAC vs. MIN,W,34,8,-4
Cody Zeller,CHA,10/29/2016,CHA vs. BOS,L,21,7,-13
Kevin Seraphin,IND,10/29/2016,IND @ CHI,L,12,8,5
Kent Bazemore,ATL,10/29/2016,ATL @ PHI,W,24,8,5
Jeremy Lamb,CHA,10/29/2016,CHA vs. BOS,L,9,5,10
Bryn Forbes,SAS,10/29/2016,SAS vs. NOP,W,15,2,-5
Jahlil Okafor,PHI,10/29/2016,PHI vs. ATL,L,15,8,-5
Paul Zipser,CHI,10/29/2016,CHI vs. IND,W,3,0,0
Justin Holiday,NYK,10/29/2016,NYK vs. MEM,W,19,8,1
Joe Young,IND,10/29/2016,IND @ CHI,L,20,11,-5
Marc Gasol,MEM,10/29/2016,MEM @ NYK,L,31,20,-10
Georges Niang,IND,10/29/2016,IND @ CHI,L,16,4,8
Malcolm Delaney,ATL,10/29/2016,ATL @ PHI,W,20,8,20
Elfrid Payton,ORL,10/29/2016,ORL @ CLE,L,34,10,-9
Glenn Robinson III,IND,10/29/2016,IND @ CHI,L,18,11,-7
Mike Dunleavy,CLE,10/29/2016,CLE vs. ORL,W,20,6,-3
Paul George,IND,10/29/2016,IND @ CHI,L,24,20,-6
Terrence Jones,NOP,10/29/2016,NOP @ SAS,L,14,4,-10
Frank Kaminsky,CHA,10/29/2016,CHA vs. BOS,L,24,11,7
Kay Felder,CLE,10/29/2016,CLE vs. ORL,W,5,2,10
Nikola Vucevic,ORL,10/29/2016,ORL @ CLE,L,25,11,-10
Nemanja Bjelica,MIN,10/29/2016,MIN @ SAC,L,13,1,-4
Rudy Gay,SAC,10/29/2016,SAC vs. MIN,W,33,28,15
Richaun Holmes,PHI,10/29/2016,PHI vs. ATL,L,20,10,-24
Kosta Koufos,SAC,10/29/2016,SAC vs. MIN,W,20,4,-9
Lance Stephenson,NOP,10/29/2016,NOP @ SAS,L,18,2,-6
Patty Mills,SAS,10/29/2016,SAS vs. NOP,W,24,18,11
Cheick Diallo,NOP,10/29/2016,NOP @ SAS,L,6,0,4
Tim Hardaway Jr.,ATL,10/29/2016,ATL @ PHI,W,19,7,13
Ben McLemore,SAC,10/29/2016,SAC vs. MIN,W,18,13,-15
Matthew Dellavedova,MIL,10/29/2016,MIL vs. BKN,W,36,14,11
Matthew Dellavedova,MIL,10/30/2016,MIL @ DET,L,31,10,-6
